Filing Date,Fund Name,Fund CIK,Accession Number,Filing URL,Name of Issuer,Title of Class,CUSIP,FIGI,Value Raw ($000s),Value ($000s),Shares/Principal Amount Raw,Shares/Principal Amount,SH/PRN,Put/Call,Investment Discretion,Other Manager,Other Managers (raw),All Columns (raw),Voting Authority - Sole,Voting Authority - Shared,Voting Authority - None
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,GARRETT MOTION INC,COM,366505105,,,,3575000,3575000,SH,,SOLE,,,"(to the nearest dollar): 27,242; ",3575000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,GARRETT MOTION INC,PFD CONV SER A,366505204,,,,25480292,25480292,SH,,SOLE,,,"(to the nearest dollar): 221,679; ",25480292,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,GRAY TELEVISION INC,COM,389375106,,,,3510000,3510000,SH,,SOLE,,,"(to the nearest dollar): 39,277; ",3510000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,HERBALIFE NUTRITION LTD,COM SHS,G4412G101,,,,2000000,2000000,SH,,SOLE,,,"(to the nearest dollar): 29,760; ",2000000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,HORIZON ACQUISITION CORPORAT,UNIT 99/99/9999,G46044122,,,,2,2,SH,,SOLE,,,(to the nearest dollar): 0; ,2,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(to the nearest dollar): 136,188; ",7194276,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,47504310,47504310,SH,,SOLE,,,"(to the nearest dollar): 923,009; ",47504310,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,7677656,7677656,SH,,SOLE,,,"(to the nearest dollar): 301,809; ",7677656,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,13651048,13651048,SH,,SOLE,,,"(to the nearest dollar): 534,166; ",13651048,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,LITHIA MTRS INC,COM,536797103,,,,250000,250000,SH,,SOLE,,,"(to the nearest dollar): 51,185; ",250000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,META PLATFORMS INC,CL A,30303M102,,,,1727851,1727851,SH,,SOLE,,,"(to the nearest dollar): 207,930; ",1727851,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,MICRON TECHNOLOGY INC,COM,595112103,,,,3285974,3285974,SH,,SOLE,,,"(to the nearest dollar): 164,233; ",3285974,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,5793928,5793928,SH,,SOLE,,,"(to the nearest dollar): 201,745; ",5793928,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,NUVATION BIO INC,COM CL A,67080N101,,,,4808194,4808194,SH,,SOLE,,,"(to the nearest dollar): 9,232; ",4808194,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,OUTBRAIN INC,COM,69002R103,,,,153231,153231,SH,,SOLE,,,(to the nearest dollar): 555; ,153231,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,QORVO INC,COM,74736K101,,,,5731657,5731657,SH,,SOLE,,,"(to the nearest dollar): 519,517; ",5731657,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,REDFIN CORP,NOTE 10/1,75737FAC2,,,,8480000,8480000,PRN,,SOLE,,,"(to the nearest dollar): 4,971; ",8480000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,3772749,3772749,SH,,SOLE,,,"(to the nearest dollar): 196,409; ",3772749,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,11419226,11419226,SH,,SOLE,,,"(to the nearest dollar): 128,124; ",11419226,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,7990481,7990481,SH,,SOLE,,,"(to the nearest dollar): 4,395; ",7990481,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,VERITIV CORP,COM,923454102,,,,3324324,3324324,SH,,SOLE,,,"(to the nearest dollar): 404,603; ",3324324,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(to the nearest dollar): 515,546; ",16288959,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,31000000,31000000,SH,,SOLE,,,"(to the nearest dollar): 293,880; ",31000000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,1280908,1280908,SH,,SOLE,,,"(to the nearest dollar): 313,284; ",1280908,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,11841327,11841327,SH,,SOLE,,,"(x$1000): 24,665; ",11841327,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,1376280,1376280,SH,,SOLE,,,"(x$1000): 132,329; ",1376280,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,AMAZON COM INC,COM,023135106,,,,248000,248000,SH,,SOLE,,,"(x$1000): 28,024; ",248000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ARCHAEA ENERGY INC,COM CL A,03940F103,,,,2930297,2930297,SH,,SOLE,,,"(x$1000): 51,241; ",2930297,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,8123616,8123616,SH,,SOLE,,,"(x$1000): 30,707; ",8123616,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,AURORA INNOVATION INC,*W EXP 11/03/202,051774115,,,,736550,736550,SH,,SOLE,,,(x$1000): 346; ,736550,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,AVANTI ACQUISITION CORP,*W EXP 99/99/999,G0682V125,,,,2000000,2000000,SH,,SOLE,,,(x$1000): 46; ,2000000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,CAZOO GROUP LTD,*W EXP 08/26/202,G2007L113,,,,1250000,1250000,SH,,SOLE,,,(x$1000): 67; ,1250000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,CULLINAN ONCOLOGY INC,COM,230031106,,,,429646,429646,SH,,SOLE,,,"(x$1000): 5,508; ",429646,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,DIGITALBRIDGE GROUP INC,CL A NEW,25401T603,,,,3289713,3289713,SH,,SOLE,,,"(x$1000): 41,154; ",3289713,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,DROPBOX INC,CL A,26210C104,,,,7819924,7819924,SH,,SOLE,,,"(x$1000): 162,029; ",7819924,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ENCOMPASS HEALTH CORP,COM,29261A100,,,,2950000,2950000,SH,,SOLE,,,"(x$1000): 133,429; ",2950000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ENHABIT INC,COM,29332G102,,,,437287,437287,SH,,SOLE,,,"(x$1000): 6,140; ",437287,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,ERMENEGILDO ZEGNA N V,*W EXP 12/17/202,N30577113,,,,698199,698199,SH,,SOLE,,,"(x$1000): 1,306; ",698199,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,FIDELITY NATL INFORMATION SV,COM,31620M106,,,,615000,615000,SH,,SOLE,,,"(x$1000): 46,476; ",615000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D101,,,,1123108,1123108,SH,,SOLE,,,"(x$1000): 1,876; ",1123108,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,FISERV INC,COM,337738108,,,,3532391,3532391,SH,,SOLE,,,"(x$1000): 330,526; ",3532391,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,GARRETT MOTION INC,COM,366505105,,,,3575000,3575000,SH,,SOLE,,,"(x$1000): 20,199; ",3575000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,GARRETT MOTION INC,PFD CONV SER A,366505204,,,,25480292,25480292,SH,,SOLE,,,"(x$1000): 181,165; ",25480292,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,GRAY TELEVISION INC,COM,389375106,,,,3260000,3260000,SH,,SOLE,,,"(x$1000): 46,683; ",3260000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,HIPPO HLDGS INC,*W EXP 08/02/202,433539111,,,,199485,199485,SH,,SOLE,,,(x$1000): 34; ,199485,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,HORIZON ACQUISITION CORPORAT,*W EXP 10/19/202,G46044114,,,,1166666,1166666,SH,,SOLE,,,(x$1000): 163; ,1166666,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,JOBY AVIATION INC,*W EXP 08/10/202,G65163118,,,,861419,861419,SH,,SOLE,,,(x$1000): 724; ,861419,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(x$1000): 112,159; ",7194276,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,47850310,47850310,SH,,SOLE,,,"(x$1000): 789,530; ",47850310,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY MEDIA ACQUISITION CO,*W EXP 99/99/999,53073L112,,,,631320,631320,SH,,SOLE,,,(x$1000): 2; ,631320,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY MEDIA ACQUISITION CO,COM SR A,53073L104,,,,3156598,3156598,SH,,SOLE,,,"(x$1000): 31,377; ",3156598,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,7677656,7677656,SH,,SOLE,,,"(x$1000): 292,288; ",7677656,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,13778048,13778048,SH,,SOLE,,,"(x$1000): 519,570; ",13778048,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,LITHIA MTRS INC,COM,536797103,,,,250000,250000,SH,,SOLE,,,"(x$1000): 53,638; ",250000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,META PLATFORMS INC,CL A,30303M102,,,,688851,688851,SH,,SOLE,,,"(x$1000): 93,463; ",688851,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,MICRON TECHNOLOGY INC,COM,595112103,,,,3285974,3285974,SH,,SOLE,,,"(x$1000): 164,627; ",3285974,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,7685706,7685706,SH,,SOLE,,,"(x$1000): 184,226; ",7685706,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,NUVATION BIO INC,COM CL A,67080N101,,,,10418194,10418194,SH,,SOLE,,,"(x$1000): 23,337; ",10418194,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,OUTBRAIN INC,COM,69002R103,,,,792000,792000,SH,,SOLE,,,"(x$1000): 2,891; ",792000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,QORVO INC,COM,74736K101,,,,6775916,6775916,SH,,SOLE,,,"(x$1000): 538,075; ",6775916,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,3772749,3772749,SH,,SOLE,,,"(x$1000): 180,149; ",3772749,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,SVF INVESTMENT CORP,*W EXP 12/20/202,G8601L128,,,,197853,197853,SH,,SOLE,,,(x$1000): 34; ,197853,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,13419226,13419226,SH,,SOLE,,,"(x$1000): 136,071; ",13419226,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,9892451,9892451,SH,,SOLE,,,"(x$1000): 6,003; ",9892451,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,VERITIV CORP,COM,923454102,,,,3436660,3436660,SH,,SOLE,,,"(x$1000): 336,002; ",3436660,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,VERTICAL AEROSPACE LTD,*W EXP 09/15/202,G9471C115,,,,1462477,1462477,SH,,SOLE,,,"(x$1000): 1,082; ",1462477,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(x$1000): 492,415; ",16288959,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,29000000,29000000,SH,,SOLE,,,"(x$1000): 333,500; ",29000000,0,0
2022-11-14,Baupost Group (Seth Klarman),1061768,0001567619-22-020125,https://www.sec.gov/Archives/edgar/data/1061768/000156761922020125/0001567619-22-020125-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,1285428,1285428,SH,,SOLE,,,"(x$1000): 258,294; ",1285428,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,11841327,11841327,SH,,SOLE,,,"(x$1000): 43,643; ",11841327,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,168814,168814,SH,,SOLE,,,"(x$1000): 369,272; ",168814,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,AMAZON COM INC,COM,023135106,,,,598000,598000,SH,,SOLE,,,"(x$1000): 63,514; ",598000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ARCHAEA ENERGY INC,COM CL A,03940F103,,,,2930297,2930297,SH,,SOLE,,,"(x$1000): 43,626; ",2930297,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,8123616,8123616,SH,,SOLE,,,"(x$1000): 63,283; ",8123616,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,AURORA INNOVATION INC,*W EXP 11/03/202,051774115,,,,736550,736550,SH,,SOLE,,,(x$1000): 295; ,736550,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,AVANTI ACQUISITION CORP,*W EXP 99/99/999,G0682V125,,,,2000000,2000000,SH,,SOLE,,,(x$1000): 140; ,2000000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,BELLRING BRANDS INC,COMMON STOCK,07831C103,,,,479583,479583,SH,,SOLE,,,"(x$1000): 11,937; ",479583,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,CAZOO GROUP LTD,*W EXP 08/26/202,G2007L113,,,,1250000,1250000,SH,,SOLE,,,(x$1000): 113; ,1250000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,CULLINAN ONCOLOGY INC,COM,230031106,,,,1535560,1535560,SH,,SOLE,,,"(x$1000): 19,686; ",1535560,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,DIGITALBRIDGE GROUP INC,CL A COM,25401T108,,,,13158855,13158855,SH,,SOLE,,,"(x$1000): 64,215; ",13158855,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,DROPBOX INC,CL A,26210C104,,,,7819924,7819924,SH,,SOLE,,,"(x$1000): 164,140; ",7819924,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ENCOMPASS HEALTH CORP,COM,29261A100,,,,2950000,2950000,SH,,SOLE,,,"(x$1000): 165,348; ",2950000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,ERMENEGILDO ZEGNA N V,*W EXP 12/17/202,N30577113,,,,698199,698199,SH,,SOLE,,,"(x$1000): 1,075; ",698199,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D101,,,,1123108,1123108,SH,,SOLE,,,"(x$1000): 3,190; ",1123108,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,FISERV INC,COM,337738108,,,,3532391,3532391,SH,,SOLE,,,"(x$1000): 314,277; ",3532391,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,GARRETT MOTION INC,COM,366505105,,,,3575000,3575000,SH,,SOLE,,,"(x$1000): 27,635; ",3575000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,GARRETT MOTION INC,PFD CONV SER A,366505204,,,,25480292,25480292,SH,,SOLE,,,"(x$1000): 209,448; ",25480292,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,GRAB HOLDINGS LIMITED,CLASS A ORD,G4124C109,,,,6105101,6105101,SH,,SOLE,,,"(x$1000): 14,391; ",6105101,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,GRAY TELEVISION INC,COM,389375106,,,,2260000,2260000,SH,,SOLE,,,"(x$1000): 38,171; ",2260000,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,HIPPO HLDGS INC,*W EXP 08/02/202,433539111,,,,199485,199485,SH,,SOLE,,,(x$1000): 38; ,199485,0,0
2022-08-12,Baupost Group (Seth Klarman),1061768,0001567619-22-015853,https://www.sec.gov/Archives/edgar/data/1061768/000156761922015853/0001567619-22-015853-index.htm,HORIZON ACQUISITION CORPORAT,*W EXP 10/19/202,G46044114,,,,1166666,1166666,SH,,SOLE,,,(x$1000): 181; ,1166666,0,0
