Filing Date,Fund Name,Fund CIK,Accession Number,Filing URL,Name of Issuer,Title of Class,CUSIP,FIGI,Value Raw ($000s),Value ($000s),Shares/Principal Amount Raw,Shares/Principal Amount,SH/PRN,Put/Call,Investment Discretion,Other Manager,Other Managers (raw),All Columns (raw),Voting Authority - Sole,Voting Authority - Shared,Voting Authority - None
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,,,,673696,673696,SH,,SOLE,,,"(to the nearest dollar): 87,203; ",673696,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(to the nearest dollar): 123,166; ",7194276,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,42311011,42311011,SH,,SOLE,,,"(to the nearest dollar): 785,292; ",42311011,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,531229748,,,,1979167,1979167,SH,,SOLE,,,"(to the nearest dollar): 63,175; ",1979167,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,531229722,,,,1902472,1902472,SH,,SOLE,,,"(to the nearest dollar): 61,069; ",1902472,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY MEDIA CORP DEL,COM LBTY SRM S A,531229813,,,,8177656,8177656,SH,,SOLE,,,"(to the nearest dollar): 208,121; ",8177656,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,LIBERTY MEDIA CORP DEL,COM LBTY SRM S C,531229789,,,,14851048,14851048,SH,,SOLE,,,"(to the nearest dollar): 378,108; ",14851048,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,1023272,1023272,SH,,SOLE,,,"(to the nearest dollar): 59,913; ",1023272,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,QORVO INC,COM,74736K101,,,,935612,935612,SH,,SOLE,,,"(to the nearest dollar): 89,323; ",935612,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,,,,600000,600000,SH,,SOLE,,,"(to the nearest dollar): 39,570; ",600000,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,2298636,2298636,SH,,SOLE,,,"(to the nearest dollar): 120,770; ",2298636,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,7419226,7419226,SH,,SOLE,,,"(to the nearest dollar): 64,028; ",7419226,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,TOWER SEMICONDUCTOR LTD,SHS NEW,M87915274,,,,2850000,2850000,SH,,SOLE,,,"(to the nearest dollar): 69,996; ",2850000,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,2329285,2329285,SH,,SOLE,,,"(to the nearest dollar): 1,141; ",2329285,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,VERITIV CORP,COM,923454102,,,,3324324,3324324,SH,,SOLE,,,"(to the nearest dollar): 561,478; ",3324324,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,VIASAT INC,COM,92552V100,,,,16174839,16174839,SH,,SOLE,,,"(to the nearest dollar): 298,588; ",16174839,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,25235094,25235094,SH,,SOLE,,,"(to the nearest dollar): 274,053; ",25235094,0,0
2023-11-13,Baupost Group (Seth Klarman),1061768,0001567619-23-007709,https://www.sec.gov/Archives/edgar/data/1061768/000156761923007709/0001567619-23-007709-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,1555667,1555667,SH,,SOLE,,,"(to the nearest dollar): 325,072; ",1555667,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,10651369,10651369,SH,,SOLE,,,"(to the nearest dollar): 24,924; ",10651369,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,4119780,4119780,SH,,SOLE,,,"(to the nearest dollar): 498,370; ",4119780,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,ALTICE USA INC,CL A,02156K103,,,,4774615,4774615,SH,,SOLE,,,"(to the nearest dollar): 14,419; ",4774615,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,AMAZON COM INC,COM,023135106,,,,963946,963946,SH,,SOLE,,,"(to the nearest dollar): 125,660; ",963946,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,9773616,9773616,SH,,SOLE,,,"(to the nearest dollar): 15,736; ",9773616,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,COINBASE GLOBAL INC,NOTE 0.500% 6/0,19260QAB3,,,,110250000,110250000,PRN,,SOLE,,,"(to the nearest dollar): 83,110; ",110250000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,CRH PLC,ADR,12626K203,,,,56543,56543,SH,,SOLE,,,"(to the nearest dollar): 3,151; ",56543,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,DOLLAR GEN CORP NEW,COM,256677105,,,,242000,242000,SH,,SOLE,,,"(to the nearest dollar): 41,087; ",242000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,FIDELITY NATL INFORMATION SV,COM,31620M106,,,,6775000,6775000,SH,,SOLE,,,"(to the nearest dollar): 370,593; ",6775000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D200,,,,67296,67296,SH,,SOLE,,,(to the nearest dollar): 574; ,67296,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,GARRETT MOTION INC,COM,366505105,,,,26070589,26070589,SH,,SOLE,,,"(to the nearest dollar): 197,354; ",26070589,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,GRAY TELEVISION INC,COM,389375106,,,,3760000,3760000,SH,,SOLE,,,"(to the nearest dollar): 29,629; ",3760000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,HERBALIFE LTD,COM SHS,G4412G101,,,,1954200,1954200,SH,,SOLE,,,"(to the nearest dollar): 25,874; ",1954200,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,,,,673696,673696,SH,,SOLE,,,"(to the nearest dollar): 83,518; ",673696,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(to the nearest dollar): 121,295; ",7194276,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,45004310,45004310,SH,,SOLE,,,"(to the nearest dollar): 799,727; ",45004310,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,8177656,8177656,SH,,SOLE,,,"(to the nearest dollar): 268,309; ",8177656,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,14851048,14851048,SH,,SOLE,,,"(to the nearest dollar): 486,075; ",14851048,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,4118784,4118784,SH,,SOLE,,,"(to the nearest dollar): 162,651; ",4118784,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,QORVO INC,COM,74736K101,,,,2617703,2617703,SH,,SOLE,,,"(to the nearest dollar): 267,084; ",2617703,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,,,,600000,600000,SH,,SOLE,,,"(to the nearest dollar): 37,122; ",600000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,3720430,3720430,SH,,SOLE,,,"(to the nearest dollar): 225,458; ",3720430,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,7419226,7419226,SH,,SOLE,,,"(to the nearest dollar): 76,789; ",7419226,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,3407128,3407128,SH,,SOLE,,,"(to the nearest dollar): 2,022; ",3407128,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,UNION PAC CORP,COM,907818108,,,,175000,175000,SH,,SOLE,,,"(to the nearest dollar): 35,809; ",175000,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,VERITIV CORP,COM,923454102,,,,3324324,3324324,SH,,SOLE,,,"(to the nearest dollar): 417,568; ",3324324,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(to the nearest dollar): 672,082; ",16288959,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,25235094,25235094,SH,,SOLE,,,"(to the nearest dollar): 316,448; ",25235094,0,0
2023-08-11,Baupost Group (Seth Klarman),1061768,0001567619-23-006910,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006910/0001567619-23-006910-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,902367,902367,SH,,SOLE,,,"(to the nearest dollar): 212,507; ",902367,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,11001624,11001624,SH,,SOLE,,,"(to the nearest dollar): 17,032; ",11001624,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,5851780,5851780,SH,,SOLE,,,"(to the nearest dollar): 608,585; ",5851780,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,ALTICE USA INC,CL A,02156K103,,,,4774615,4774615,SH,,SOLE,,,"(to the nearest dollar): 16,329; ",4774615,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,9123616,9123616,SH,,SOLE,,,"(to the nearest dollar): 26,458; ",9123616,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,COINBASE GLOBAL INC,NOTE 0.500% 6/0,19260QAB3,,,,45250000,45250000,PRN,,SOLE,,,"(to the nearest dollar): 28,960; ",45250000,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,DIGITALBRIDGE GROUP INC,CL A NEW,25401T603,,,,1233914,1233914,SH,,SOLE,,,"(to the nearest dollar): 14,795; ",1233914,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,FIDELITY NATL INFORMATION SV,COM,31620M106,,,,4841549,4841549,SH,,SOLE,,,"(to the nearest dollar): 263,041; ",4841549,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D101,,,,2019008,2019008,SH,,SOLE,,,(to the nearest dollar): 793; ,2019008,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,FISERV INC,COM,337738108,,,,533382,533382,SH,,SOLE,,,"(to the nearest dollar): 60,288; ",533382,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,GARRETT MOTION INC,COM,366505105,,,,3575000,3575000,SH,,SOLE,,,"(to the nearest dollar): 27,385; ",3575000,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,GARRETT MOTION INC,PFD CONV SER A,366505204,,,,25480292,25480292,SH,,SOLE,,,"(to the nearest dollar): 226,520; ",25480292,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,GRAY TELEVISION INC,COM,389375106,,,,3760000,3760000,SH,,SOLE,,,"(to the nearest dollar): 32,787; ",3760000,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,HERBALIFE NUTRITION LTD,COM SHS,G4412G101,,,,1954200,1954200,SH,,SOLE,,,"(to the nearest dollar): 31,463; ",1954200,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,HORIZON ACQUISITION CORPORAT,UNIT 10/19/2027,G46044122,,,,2,2,SH,,SOLE,,,(to the nearest dollar): 0; ,2,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,,,,478696,478696,SH,,SOLE,,,"(to the nearest dollar): 70,048; ",478696,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,,,,7194276,7194276,SH,,SOLE,,,"(to the nearest dollar): 140,288; ",7194276,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,,,,47504310,47504310,SH,,SOLE,,,"(to the nearest dollar): 968,138; ",47504310,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,,,,8177656,8177656,SH,,SOLE,,,"(to the nearest dollar): 229,710; ",8177656,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,LIBERTY MEDIA CORP DEL,COM C SIRIUSXM,531229607,,,,14851048,14851048,SH,,SOLE,,,"(to the nearest dollar): 415,681; ",14851048,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,LITHIA MTRS INC,COM,536797103,,,,65043,65043,SH,,SOLE,,,"(to the nearest dollar): 14,890; ",65043,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,647581206,,,,5418784,5418784,SH,,SOLE,,,"(to the nearest dollar): 209,219; ",5418784,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,QORVO INC,COM,74736K101,,,,4649504,4649504,SH,,SOLE,,,"(to the nearest dollar): 472,250; ",4649504,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,G7997R103,,,,136077,136077,SH,,SOLE,,,"(to the nearest dollar): 8,997; ",136077,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,SKYWORKS SOLUTIONS INC,COM,83088M102,,,,703865,703865,SH,,SOLE,,,"(to the nearest dollar): 83,042; ",703865,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,SS&C TECHNOLOGIES HLDGS INC,COM,78467J100,,,,3274430,3274430,SH,,SOLE,,,"(to the nearest dollar): 184,907; ",3274430,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,THERAVANCE BIOPHARMA INC,COM,G8807B106,,,,10419226,10419226,SH,,SOLE,,,"(to the nearest dollar): 113,049; ",10419226,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,TRILOGY METALS INC NEW,COM,89621C105,,,,4271542,4271542,SH,,SOLE,,,"(to the nearest dollar): 2,277; ",4271542,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,VERITIV CORP,COM,923454102,,,,3324324,3324324,SH,,SOLE,,,"(to the nearest dollar): 449,249; ",3324324,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,VIASAT INC,COM,92552V100,,,,16288959,16288959,SH,,SOLE,,,"(to the nearest dollar): 551,218; ",16288959,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,WARNER BROS DISCOVERY INC,COM SER A,934423104,,,,25235094,25235094,SH,,SOLE,,,"(to the nearest dollar): 381,050; ",25235094,0,0
2023-05-12,Baupost Group (Seth Klarman),1061768,0001567619-23-006061,https://www.sec.gov/Archives/edgar/data/1061768/000156761923006061/0001567619-23-006061-index.htm,WILLIS TOWERS WATSON PLC LTD,SHS,G96629103,,,,858667,858667,SH,,SOLE,,,"(to the nearest dollar): 199,537; ",858667,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,ADVANTAGE SOLUTIONS INC,COM CL A,00791N102,,,,11001624,11001624,SH,,SOLE,,,"(to the nearest dollar): 22,477; ",11001624,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,ALPHABET INC,CAP STK CL C,02079K107,,,,3994280,3994280,SH,,SOLE,,,"(to the nearest dollar): 354,412; ",3994280,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,ALTICE USA INC,CL A,02156K103,,,,3880200,3880200,SH,,SOLE,,,"(to the nearest dollar): 17,849; ",3880200,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,AMAZON COM INC,COM,023135106,,,,990000,990000,SH,,SOLE,,,"(to the nearest dollar): 83,160; ",990000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,ATARA BIOTHERAPEUTICS INC,COM,046513107,,,,8123616,8123616,SH,,SOLE,,,"(to the nearest dollar): 26,645; ",8123616,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,COINBASE GLOBAL INC,NOTE 0.500% 6/0,19260QAB3,,,,25250000,25250000,PRN,,SOLE,,,"(to the nearest dollar): 14,014; ",25250000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,DIGITALBRIDGE GROUP INC,CL A NEW,25401T603,,,,3201713,3201713,SH,,SOLE,,,"(to the nearest dollar): 35,027; ",3201713,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,FIDELITY NATL INFORMATION SV,COM,31620M106,,,,2155000,2155000,SH,,SOLE,,,"(to the nearest dollar): 146,217; ",2155000,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,FINCH THERAPEUTICS GROUP INC,COM,31773D101,,,,1019008,1019008,SH,,SOLE,,,(to the nearest dollar): 489; ,1019008,0,0
2023-02-13,Baupost Group (Seth Klarman),1061768,0001567619-23-002543,https://www.sec.gov/Archives/edgar/data/1061768/000156761923002543/0001567619-23-002543-index.htm,FISERV INC,COM,337738108,,,,2002391,2002391,SH,,SOLE,,,"(to the nearest dollar): 202,382; ",2002391,0,0
